t,volumes
2015-05-07,"{'BitFury': 350, 'BitMinter': 0.04553855, 'F2Pool': 62.33620576, 'SlushPool': 17.25182216, 'other': 60.1160514476282}"
2015-05-08,"{'F2Pool': 63.91171448, 'SlushPool': 11.21865233, 'other': 55.9269552521921}"
2015-05-09,"{'BitMinter': 0.2305099, 'F2Pool': 64.13104743, 'SlushPool': 11.68354888, 'other': 347.001546207298}"
2015-05-10,"{'F2Pool': 64.20774575, 'SlushPool': 11.67556501, 'other': 95.4931543137839}"
2015-05-11,"{'BitFury': 2000, 'BitMinter': 0.06090044, 'F2Pool': 64.69281271, 'SlushPool': 6.89619968, 'other': 1134.59865650579}"
2015-05-12,"{'F2Pool': 67.11915372, 'SlushPool': 16.46115726, 'other': 676.4799369269319}"
2015-05-13,"{'F2Pool': 71.42149417, 'SlushPool': 24.83591213, 'other': 95.0656561752834}"
2015-05-14,"{'BitMinter': 0.11327775, 'F2Pool': 66.15503022, 'SlushPool': 13.43923053, 'other': 86.26164490387521}"
2015-05-15,"{'BitMinter': 0.01227357, 'F2Pool': 68.3608644, 'SlushPool': 10.31636878, 'other': 145.122374549465}"
2015-05-16,"{'F2Pool': 65.73639002, 'SlushPool': 3.91643186, 'other': 46.926212819983}"
2015-05-17,"{'BitMinter': 1.09785986, 'F2Pool': 67.20919943, 'SlushPool': 23.98979132, 'other': 84.2426839836797}"
2015-05-18,"{'F2Pool': 65.78939637, 'SlushPool': 5.1077085, 'other': 565.734687421868}"
2015-05-19,"{'BitMinter': 0.24694871, 'F2Pool': 65.22810498, 'SlushPool': 12.1868151, 'other': 213.73405921929398}"
2015-05-20,"{'BitMinter': 0.87393284, 'F2Pool': 69.66030573, 'SlushPool': 16.69504612, 'other': 325.899014072616}"
2015-05-21,"{'F2Pool': 65.44210636, 'SlushPool': 9.32525633, 'other': 49.0587071908659}"
2015-05-22,"{'F2Pool': 65.92946863, 'SlushPool': 16.12534183, 'other': 11.3384287170332}"
2015-05-23,"{'BitMinter': 3.8672572, 'F2Pool': 65.39251471, 'SlushPool': 19.95064938, 'other': 46.1865916436889}"
2015-05-24,"{'F2Pool': 65.69488782, 'SlushPool': 10.45374179, 'other': 63.7729048873128}"
2015-05-25,"{'BitMinter': 0.54021279, 'F2Pool': 65.09034714, 'SlushPool': 15.48422559, 'other': 11.8942766973462}"
2015-05-26,"{'F2Pool': 67.74007107, 'SlushPool': 8.05713764, 'other': 331.996565513803}"
2015-05-27,"{'BitMinter': 0.39462897, 'F2Pool': 67.40370419, 'other': 2420.4660229142696}"
2015-05-28,"{'F2Pool': 66.53843434, 'SlushPool': 11.68316939, 'other': 95.6680547116057}"
2015-05-29,"{'BitMinter': 0.7881316, 'F2Pool': 65.55712935, 'SlushPool': 9.08304457, 'other': 17.8786281773798}"
2015-05-30,"{'BitMinter': 0.90961806, 'F2Pool': 66.27863378, 'SlushPool': 5.73717371, 'other': 71.5964863115814}"
2015-05-31,"{'BitMinter': 2.77247296, 'F2Pool': 68.22588984, 'SlushPool': 12.13391964, 'other': 61.2964897565007}"
2015-06-01,"{'F2Pool': 67.93189902, 'SlushPool': 7.91343093, 'other': 222.4906399139}"
2015-06-02,"{'BitMinter': 2.62780395, 'F2Pool': 65.60381738, 'SlushPool': 17.15472451, 'other': 144.692557690379}"
2015-06-03,"{'F2Pool': 366.64897009, 'SlushPool': 9.77907355, 'other': 86.5206003152532}"
2015-06-04,"{'F2Pool': 64.6153883, 'SlushPool': 4.68521036, 'other': 222.38048922804302}"
2015-06-05,"{'BitMinter': 2.57670327, 'F2Pool': 62.59260988, 'SlushPool': 9.5452403, 'other': 109.836203783901}"
2015-06-06,"{'F2Pool': 61.49211986, 'SlushPool': 11.07858404, 'other': 101.8228483378404}"
2015-06-07,"{'F2Pool': 62.00477138, 'SlushPool': 12.46853852, 'other': 132.919554103603}"
2015-06-08,"{'F2Pool': 62.18042632, 'SlushPool': 11.94149505, 'other': 194.293420126132}"
2015-06-09,"{'F2Pool': 62.71369237, 'SlushPool': 10.11847167, 'other': 238.830556425725}"
2015-06-10,"{'BitMinter': 2.434215, 'F2Pool': 60.58337057, 'SlushPool': 8.31819141, 'other': 192.718826163283}"
2015-06-11,"{'F2Pool': 60.74699747, 'SlushPool': 2.30186496, 'other': 441.82348938753}"
2015-06-12,"{'F2Pool': 60.53910436, 'SlushPool': 0.14681428, 'other': 113.982511921552}"
2015-06-13,"{'F2Pool': 62.36340099, 'other': 125.564828373655}"
2015-06-14,"{'BitMinter': 0.45191608, 'F2Pool': 62.08292546, 'SlushPool': 6.4059914, 'other': 101.66263934461}"
2015-06-15,"{'BitFury': 2999, 'BitMinter': 2.81321518, 'F2Pool': 61.37925921, 'SlushPool': 5.55577689, 'other': 203.95484766416}"
2015-06-16,"{'BitMinter': 0.08507595, 'F2Pool': 55.27864612, 'SlushPool': 3.5032155, 'other': 3682.03894322549}"
2015-06-17,"{'F2Pool': 61.0634486, 'SlushPool': 0.36196695, 'other': 122.030673382942}"
2015-06-18,"{'BitMinter': 2.36834058, 'F2Pool': 58.55136185, 'SlushPool': 11.79529463, 'other': 575.220885294181}"
2015-06-19,"{'BitMinter': 6.20100759, 'F2Pool': 58.70838797, 'SlushPool': 14.64102243, 'other': 10931.0318850125}"
2015-06-20,"{'BitMinter': 2.32114194, 'F2Pool': 57.82833447, 'other': 132.444188088687}"
2015-06-21,"{'BitMinter': 3.85449639, 'F2Pool': 61.40316523, 'other': 96.4997288608822}"
2015-06-22,"{'F2Pool': 58.65074446, 'other': 46.2536265239762}"
2015-06-23,"{'BitMinter': 1.10230583, 'F2Pool': 59.78807355, 'SlushPool': 7.67192541, 'other': 127.54505907849699}"
2015-06-24,"{'F2Pool': 60.65845398, 'SlushPool': 0.65202741, 'other': 181.797271309195}"
2015-06-25,"{'F2Pool': 62.94499393, 'SlushPool': 3.71707013, 'other': 178.792283981127}"
2015-06-26,"{'F2Pool': 63.68320104, 'SlushPool': 3.59663767, 'other': 138.540334281641}"
2015-06-27,"{'F2Pool': 64.89388921, 'SlushPool': 4.91918379, 'other': 120.673006495748}"
2015-06-28,"{'BitMinter': 0.59053798, 'F2Pool': 64.44318054, 'SlushPool': 6.49534464, 'other': 132.194397233253}"
2015-06-29,"{'BitMinter': 0.01554476, 'F2Pool': 64.69604518, 'SlushPool': 3.78961716, 'other': 337.64126095291}"
2015-06-30,"{'BitMinter': 0.08664793, 'F2Pool': 64.3071819, 'SlushPool': 5.78456863, 'other': 65.9320925587338}"
2015-07-01,"{'BitFury': 1000, 'F2Pool': 46.99190449, 'SlushPool': 12.11392772, 'other': 80.1331451224317}"
2015-07-02,"{'BitMinter': 0.79120255, 'F2Pool': 59.95294336, 'SlushPool': 13.3090928, 'other': 241.569182666184}"
2015-07-03,"{'F2Pool': 61.45602038, 'SlushPool': 11.29949676, 'other': 136.21987764199}"
2015-07-04,"{'BitMinter': 3.77120207, 'F2Pool': 62.65077508, 'SlushPool': 10.75656729, 'other': 73.4873758482678}"
2015-07-05,"{'BitMinter': 0.85277767, 'F2Pool': 65.45127628, 'SlushPool': 7.99306706, 'other': 105.0225430882702}"
2015-07-06,"{'F2Pool': 84.21560583, 'SlushPool': 8.50446151, 'other': 402.21517851864604}"
2015-07-07,"{'F2Pool': 67.27753999, 'SlushPool': 3.68686881, 'other': 108.669354010778}"
2015-07-08,"{'BitFury': 3000, 'F2Pool': 68.28167249, 'other': 63.149807251981}"
2015-07-09,"{'BitMinter': 0.22585616, 'F2Pool': 69.53310609, 'SlushPool': 10.40179434, 'other': 50.8536815128866}"
2015-07-10,"{'F2Pool': 140.34196865, 'SlushPool': 13.20831194, 'other': 154.213055188973}"
2015-07-11,"{'F2Pool': 215.92959274, 'SlushPool': 10.89918774, 'other': 149.68841896125102}"
2015-07-12,"{'F2Pool': 66.4789167, 'SlushPool': 4.14840952, 'other': 96.578464546037}"
2015-07-13,"{'BitMinter': 0.22810808, 'F2Pool': 64.52009103, 'other': 129.95326540975}"
2015-07-14,"{'BitMinter': 1.15325239, 'F2Pool': 72.23777216, 'SlushPool': 8.19707645, 'other': 133.864228240437}"
2015-07-15,"{'F2Pool': 72.8543494, 'SlushPool': 12.81450644, 'other': 72.34952507798529}"
2015-07-16,"{'F2Pool': 68.82172087, 'SlushPool': 10.46048742, 'other': 77.6013716424351}"
2015-07-17,"{'BitMinter': 0.88225292, 'F2Pool': 71.16870922, 'SlushPool': 5.08067303, 'other': 68.4149102388664}"
2015-07-18,"{'BitMinter': 0.20468403, 'F2Pool': 72.43644644, 'SlushPool': 4.24228884, 'other': 121.555366777144}"
2015-07-19,"{'BitMinter': 0.76450896, 'F2Pool': 72.24884586, 'SlushPool': 10.51911204, 'other': 1840.19206427973}"
2015-07-20,"{'BitMinter': 0.62650106, 'F2Pool': 74.28439807, 'SlushPool': 2.34659281, 'other': 197.24839914608}"
2015-07-21,"{'BitMinter': 3.00488719, 'F2Pool': 74.17528403, 'SlushPool': 9.74856312, 'other': 139.403422116036}"
2015-07-22,"{'BitMinter': 1.37825489, 'F2Pool': 75.86805533, 'SlushPool': 6.09333232, 'other': 24.7798122953835}"
2015-07-23,"{'F2Pool': 77.09769133, 'other': 124.82033873535}"
2015-07-24,"{'BitMinter': 1.48746155, 'F2Pool': 75.49969336, 'SlushPool': 8.98398295, 'other': 63.1880492516021}"
2015-07-25,"{'F2Pool': 73.61681785, 'SlushPool': 9.85026829, 'other': 101.2463547448609}"
2015-07-26,"{'BitMinter': 0.52418253, 'F2Pool': 72.25091135, 'SlushPool': 5.83423276, 'other': 18.2150052611891}"
2015-07-27,"{'BitFury': 2000, 'BitMinter': 1.29922912, 'F2Pool': 71.0398298, 'SlushPool': 2.50987556, 'other': 76.7473560806272}"
2015-07-28,"{'BitMinter': 0.60253638, 'F2Pool': 69.27553077, 'SlushPool': 5.09528444, 'other': 177.323420693283}"
2015-07-29,"{'BitMinter': 3.14828546, 'F2Pool': 67.70451443, 'SlushPool': 7.94295246, 'other': 253.809283610547}"
2015-07-30,"{'F2Pool': 67.50370905, 'SlushPool': 20.29671232, 'other': 63.940256057962}"
2015-07-31,"{'F2Pool': 69.63825697, 'SlushPool': 0.1239923, 'other': 146.81951261858}"
2015-08-01,"{'BitMinter': 5.74868884, 'F2Pool': 110.52143304, 'SlushPool': 21.74629428, 'other': 103.2886538796481}"
2015-08-02,"{'BitMinter': 0.25935534, 'F2Pool': 72.75963254, 'SlushPool': 15.81217958, 'other': 93.1649886378262}"
2015-08-03,"{'BitMinter': 3.17444857, 'F2Pool': 173.46668189, 'SlushPool': 7.74457283, 'other': 121.595033637192}"
2015-08-04,"{'F2Pool': 71.86325386, 'SlushPool': 5.82019948, 'other': 16.6836762826729}"
2015-08-05,"{'BitMinter': 4.88710921, 'F2Pool': 71.21641379, 'SlushPool': 8.61397212, 'other': 123.431976332051}"
2015-08-06,"{'F2Pool': 69.32372795, 'SlushPool': 9.27528263, 'other': 43.4839421429324}"
2015-08-07,"{'F2Pool': 74.23505576, 'SlushPool': 5.03296032, 'other': 134.212892032931}"
2015-08-08,"{'F2Pool': 72.66947151, 'SlushPool': 7.00174363, 'other': 42.5148736998271}"
2015-08-09,"{'BitMinter': 1.82723991, 'F2Pool': 191.74218397, 'SlushPool': 6.57139778, 'other': 71.9125367015177}"
2015-08-10,"{'BitMinter': 5.39062374, 'F2Pool': 71.22731812, 'SlushPool': 11.61792797, 'other': 2007.04346018654}"
2015-08-11,"{'F2Pool': 74.33663893, 'SlushPool': 16.92402952, 'other': 100.635296340474}"
2015-08-12,"{'F2Pool': 78.40516255, 'SlushPool': 7.61343247, 'other': 99.2948526110138}"
2015-08-13,"{'F2Pool': 74.98185915, 'SlushPool': 6.10910212, 'other': 53.631556018064}"
2015-08-14,"{'BitMinter': 2.48998226, 'F2Pool': 78.68698811, 'SlushPool': 5.61390292, 'other': 148.925975037317}"
2015-08-15,"{'BitMinter': 0.55529217, 'F2Pool': 82.92443115, 'SlushPool': 7.53565593, 'other': 166.526359291116}"
2015-08-16,"{'F2Pool': 80.17215965, 'SlushPool': 12.50684704, 'other': 74.2157186982574}"
2015-08-17,"{'F2Pool': 79.7068894, 'SlushPool': 2.12818263, 'other': 141.836890954523}"
2015-08-18,"{'F2Pool': 81.07160436, 'SlushPool': 13.90126393, 'other': 232.279027284632}"
2015-08-19,"{'BitMinter': 2.56580115, 'F2Pool': 85.05033727, 'SlushPool': 12.5805911, 'other': 217.823086284267}"
2015-08-20,"{'BitMinter': 2.40141558, 'F2Pool': 86.9553698, 'SlushPool': 16.27780471, 'other': 54.3415987249134}"
2015-08-21,"{'F2Pool': 85.23344133, 'SlushPool': 10.22974102, 'other': 74.5554634752061}"
2015-08-22,"{'F2Pool': 84.72979815, 'SlushPool': 13.87754645, 'other': 363.506848791357}"
2015-08-23,"{'F2Pool': 82.81135676, 'SlushPool': 13.79924318, 'other': 54.4560853459901}"
2015-08-24,"{'BitMinter': 5.49694356, 'F2Pool': 83.50115925, 'SlushPool': 6.78323631, 'other': 208.795911836547}"
2015-08-25,"{'BitMinter': 3.33305335, 'F2Pool': 131.27621484, 'SlushPool': 16.3316653, 'other': 21.4687015135699}"
2015-08-26,"{'BitMinter': 5.56646106, 'F2Pool': 82.04896568, 'SlushPool': 13.32160368, 'other': 83.2992957361142}"
2015-08-27,"{'F2Pool': 82.03791672, 'SlushPool': 14.96143614, 'other': 30.5160317369271}"
2015-08-28,"{'BitMinter': 4.00775556, 'F2Pool': 80.50083742, 'SlushPool': 23.21536962, 'other': 126.37263728366}"
2015-08-29,"{'F2Pool': 82.60437256, 'SlushPool': 25.48325457, 'other': 64.8855378771676}"
2015-08-30,"{'F2Pool': 104.98166435, 'SlushPool': 20.53829841, 'other': 42.5751419724083}"
2015-08-31,"{'F2Pool': 86.00126226, 'SlushPool': 28.27337373, 'other': 106.412533788929}"
2015-09-01,"{'F2Pool': 87.89314768, 'SlushPool': 5.730711, 'other': 85.2153833217895}"
2015-09-02,"{'F2Pool': 90.45206909, 'SlushPool': 20.31509041, 'other': 246.182470027217}"
2015-09-03,"{'BitMinter': 0.63931451, 'F2Pool': 85.41085928, 'SlushPool': 16.15625024, 'other': 103.154200078465}"
2015-09-04,"{'F2Pool': 87.08834423, 'SlushPool': 19.59537558, 'other': 82.7769313821484}"
2015-09-05,"{'BitMinter': 0.47600696, 'F2Pool': 87.88025289, 'SlushPool': 24.23779381, 'other': 103.517641710968}"
2015-09-06,"{'BitMinter': 0.4557924, 'F2Pool': 87.19875119, 'SlushPool': 17.85817256, 'other': 188.735030782408}"
2015-09-07,"{'F2Pool': 88.72481536, 'SlushPool': 19.55911559, 'other': 83.4951373181997}"
2015-09-08,"{'BitMinter': 0.54403747, 'F2Pool': 86.15580057, 'SlushPool': 11.94573048, 'other': 73.2070942029591}"
2015-09-09,"{'BitMinter': 0.08767884, 'F2Pool': 88.29790163, 'SlushPool': 15.38844157, 'other': 250.335338099635}"
2015-09-10,"{'BitMinter': 0.44510946, 'F2Pool': 88.87741425, 'SlushPool': 18.73448079, 'other': 1520.12855959065}"
2015-09-11,"{'F2Pool': 89.72410792, 'SlushPool': 26.35655332, 'other': 120.021812814939}"
2015-09-12,"{'F2Pool': 89.82096493, 'SlushPool': 18.07731638, 'other': 58.3108932479111}"
2015-09-13,"{'BitMinter': 2.38117251, 'F2Pool': 88.50140969, 'SlushPool': 12.65362552, 'other': 70.7619017535995}"
2015-09-14,"{'BitMinter': 2.67848127, 'F2Pool': 87.7491024, 'SlushPool': 13.78085464, 'other': 153.684342296181}"
2015-09-15,"{'F2Pool': 89.3117086, 'SlushPool': 25.42310849, 'other': 43.7944913063788}"
2015-09-16,"{'F2Pool': 94.5209773, 'SlushPool': 15.51719688, 'other': 144.753355496177}"
2015-09-17,"{'BitMinter': 0.5456902, 'F2Pool': 77.04337992, 'SlushPool': 20.50040319, 'other': 50.5408249407438}"
2015-09-18,"{'BitMinter': 0.62094166, 'F2Pool': 98.41707531, 'SlushPool': 13.64532142, 'other': 130.592842124552}"
2015-09-19,"{'F2Pool': 84.83989897, 'SlushPool': 15.93568666, 'other': 60.500223265402}"
2015-09-20,"{'BitMinter': 1.02058856, 'F2Pool': 83.42497975, 'SlushPool': 4.33864023, 'other': 204.706536260035}"
2015-09-21,"{'F2Pool': 87.73809024, 'SlushPool': 30.74857989, 'other': 37.7646967454588}"
2015-09-22,"{'BitMinter': 0.0533572, 'F2Pool': 86.83051038, 'SlushPool': 33.98462996, 'other': 221.913425301816}"
2015-09-23,"{'BitMinter': 2.89031746, 'F2Pool': 83.93791771, 'SlushPool': 13.71705005, 'other': 176.544175240075}"
2015-09-24,"{'F2Pool': 80.82916274, 'SlushPool': 15.24721942, 'other': 49.7873034189951}"
2015-09-25,"{'BitMinter': 0.38970881, 'F2Pool': 85.80362228, 'SlushPool': 14.1430982, 'other': 221.066142397792}"
2015-09-26,"{'BitMinter': 1.03361919, 'F2Pool': 87.01600529, 'SlushPool': 12.17432823, 'other': 66.2436799620257}"
2015-09-27,"{'BitMinter': 2.36152778, 'F2Pool': 89.50726562, 'SlushPool': 17.53764362, 'other': 48.4040396172557}"
2015-09-28,"{'BitMinter': 0.15522146, 'F2Pool': 90.41795427, 'SlushPool': 12.37680301, 'other': 1618.23543070274}"
2015-09-29,"{'F2Pool': 90.54822622, 'SlushPool': 17.76743058, 'other': 180.574263929044}"
2015-09-30,"{'BitMinter': 0.23219752, 'F2Pool': 93.84166583, 'SlushPool': 15.22415178, 'other': 64.0309571368883}"
2015-10-01,"{'BitMinter': 0.01055603, 'F2Pool': 90.34531815, 'SlushPool': 14.34468243, 'other': 247.557163067381}"
2015-10-02,"{'F2Pool': 86.65122116, 'SlushPool': 18.70246547, 'other': 64.9223146925267}"
2015-10-03,"{'F2Pool': 89.26343435, 'SlushPool': 13.53641209, 'other': 95.5482560455067}"
2015-10-04,"{'BitMinter': 3.26328894, 'F2Pool': 89.74861417, 'SlushPool': 19.43984811, 'other': 37.4605668736539}"
2015-10-05,"{'BitMinter': 1.72400472, 'F2Pool': 89.58434529, 'SlushPool': 15.65133292, 'other': 1466.29190739069}"
2015-10-06,"{'F2Pool': 90.40573247, 'SlushPool': 10.23964353, 'other': 120.758008447914}"
2015-10-07,"{'BitMinter': 0.91969206, 'F2Pool': 88.8941938, 'SlushPool': 19.67384399, 'other': 206.019911843682}"
2015-10-08,"{'F2Pool': 89.86839451, 'SlushPool': 14.68769244, 'other': 40.6276686919064}"
2015-10-09,"{'F2Pool': 100.20335666, 'SlushPool': 20.53149614, 'other': 15.5989677535162}"
2015-10-10,"{'F2Pool': 96.0854662, 'SlushPool': 9.91709104, 'other': 117.996860806083}"
2015-10-11,"{'BitMinter': 0.42436542, 'F2Pool': 100.03890666, 'SlushPool': 14.47834104, 'other': 104.267658321048}"
2015-10-12,"{'F2Pool': 93.06313156, 'SlushPool': 13.66745014, 'other': 49.5526505365765}"
2015-10-13,"{'BitMinter': 3.06930504, 'F2Pool': 90.38603757, 'SlushPool': 19.02698259, 'other': 90.0315177133024}"
2015-10-14,"{'F2Pool': 90.21453661, 'SlushPool': 15.50241673, 'other': 16.6844491347098}"
2015-10-15,"{'BitMinter': 0.43632448, 'F2Pool': 89.32276609, 'SlushPool': 11.98137049, 'other': 113.14964275274}"
2015-10-16,"{'F2Pool': 87.23416579, 'SlushPool': 8.63438199, 'other': 106.68229093535}"
2015-10-17,"{'BitMinter': 0.48768466, 'F2Pool': 88.14643878, 'SlushPool': 15.68936668, 'other': 147.856010421528}"
2015-10-18,"{'F2Pool': 85.52365553, 'SlushPool': 8.09883355, 'other': 24.3213586323995}"
2015-10-19,"{'BitMinter': 2.28869251, 'F2Pool': 85.17616805, 'SlushPool': 9.1201212, 'other': 281.157983274501}"
2015-10-20,"{'BitMinter': 0.42122291, 'F2Pool': 84.84401971, 'SlushPool': 14.04973245, 'other': 88.5025561516166}"
2015-10-21,"{'F2Pool': 87.34318104, 'SlushPool': 21.76056075, 'other': 107.401253779484}"
2015-10-22,"{'F2Pool': 85.21545323, 'SlushPool': 17.161606, 'other': 72.8769787255323}"
2015-10-23,"{'F2Pool': 82.30179244, 'SlushPool': 18.31913042, 'other': 69.0044165598595}"
2015-10-24,"{'F2Pool': 76.4021088, 'SlushPool': 26.65669288, 'other': 30.2131374024268}"
2015-10-25,"{'BitMinter': 0.03529525, 'F2Pool': 81.73251892, 'SlushPool': 32.94577408, 'other': 321.377076014664}"
2015-10-26,"{'BitMinter': 0.03647806, 'F2Pool': 86.73796602, 'SlushPool': 30.59712891, 'other': 116.649786046957}"
2015-10-27,"{'F2Pool': 89.49914329, 'SlushPool': 20.43644627, 'other': 415.848849291523}"
2015-10-28,"{'BitMinter': 1.62194801, 'F2Pool': 92.37656017, 'SlushPool': 11.65283963, 'other': 394.483873351068}"
2015-10-29,"{'F2Pool': 90.2930478, 'SlushPool': 25.05686091, 'other': 166.051706429596}"
2015-10-30,"{'BitMinter': 3.47692408, 'F2Pool': 99.40828468, 'SlushPool': 28.85969976, 'other': 72.1185381677472}"
2015-10-31,"{'F2Pool': 101.91813711, 'SlushPool': 19.05637911, 'other': 85.5169576839684}"
2015-11-01,"{'BitMinter': 0.15564644, 'F2Pool': 105.23575447, 'SlushPool': 26.08143831, 'other': 96.3231335859126}"
2015-11-02,"{'F2Pool': 97.86782536, 'SlushPool': 10.78530806, 'other': 182.744293778497}"
2015-11-03,"{'F2Pool': 99.12196963, 'SlushPool': 11.91269754, 'other': 231.43992680737}"
2015-11-04,"{'BitMinter': 0.60444172, 'F2Pool': 300.3768399, 'SlushPool': 12.42332469, 'other': 393.214516046972}"
2015-11-05,"{'BitMinter': 2.19853356, 'F2Pool': 101.22648143, 'SlushPool': 23.23769333, 'other': 519.461984859914}"
2015-11-06,"{'F2Pool': 104.21010382, 'SlushPool': 7.82978164, 'other': 187.24996883871}"
2015-11-07,"{'F2Pool': 104.24171276, 'SlushPool': 20.45674155, 'other': 60.2867939605973}"
2015-11-08,"{'F2Pool': 124.96280773, 'SlushPool': 10.64597205, 'other': 112.30185752193}"
2015-11-09,"{'BitMinter': 0.00455899, 'F2Pool': 103.99557501, 'SlushPool': 8.80030949, 'other': 171.23058594753}"
2015-11-10,"{'BitMinter': 3.30937057, 'F2Pool': 101.20977439, 'SlushPool': 18.36303516, 'other': 177.244049268651}"
2015-11-11,"{'F2Pool': 97.33755336, 'SlushPool': 14.95790544, 'other': 158.706629811264}"
2015-11-12,"{'F2Pool': 98.28762224, 'SlushPool': 14.99999733, 'other': 110.962194409337}"
2015-11-13,"{'F2Pool': 100.42723678, 'SlushPool': 4.24846563, 'other': 104.701636762709}"
2015-11-14,"{'BitMinter': 1.45841347, 'F2Pool': 98.6030971, 'SlushPool': 11.91671438, 'other': 234.61275359153}"
2015-11-15,"{'F2Pool': 98.53991969, 'SlushPool': 21.0024075, 'other': 85.1261178990954}"
2015-11-16,"{'F2Pool': 101.12673652, 'SlushPool': 8.73492109, 'other': 145.313805501712}"
2015-11-17,"{'F2Pool': 101.79273749, 'SlushPool': 6.53077513, 'other': 52.6984026811745}"
2015-11-18,"{'BitMinter': 3.48374124, 'F2Pool': 105.5167176, 'SlushPool': 12.82888167, 'other': 96.4783074143578}"
2015-11-19,"{'F2Pool': 104.49971205, 'SlushPool': 7.08233766, 'other': 117.945332190477}"
2015-11-20,"{'BitMinter': 4.13019433, 'F2Pool': 119.8674544, 'SlushPool': 11.18164593, 'other': 86.9366263902647}"
2015-11-21,"{'F2Pool': 113.68701384, 'SlushPool': 14.541447, 'other': 75.649972312756}"
2015-11-22,"{'BitMinter': 10.04792129, 'F2Pool': 121.04351655, 'SlushPool': 9.67499179, 'other': 58.8209351921479}"
2015-11-23,"{'F2Pool': 131.78292116, 'SlushPool': 15.77792529, 'other': 169.578271959197}"
2015-11-24,"{'F2Pool': 121.3886343, 'SlushPool': 8.40259449, 'other': 105.384319647799}"
2015-11-25,"{'F2Pool': 106.63615238, 'SlushPool': 22.42372467, 'other': 91.2913174579586}"
2015-11-26,"{'F2Pool': 111.88666489, 'SlushPool': 9.42588116, 'other': 139.644419711442}"
2015-11-27,"{'F2Pool': 112.28284797, 'SlushPool': 4.22176937, 'other': 294.664696316736}"
2015-11-28,"{'F2Pool': 120.9389078, 'SlushPool': 1.93426246, 'other': 40.9930649531647}"
2015-11-29,"{'F2Pool': 121.61464034, 'SlushPool': 6.65263343, 'other': 65.0493423646077}"
2015-11-30,"{'F2Pool': 123.29507823, 'SlushPool': 14.10733704, 'other': 75.8723495881942}"
2015-12-01,"{'BitMinter': 0.0552545, 'F2Pool': 118.01080541, 'SlushPool': 14.48603862, 'other': 82.7633557069947}"
2015-12-02,"{'F2Pool': 114.63364216, 'SlushPool': 16.45574873, 'other': 170.130873765366}"
2015-12-03,"{'F2Pool': 111.86546838, 'SlushPool': 8.25727813, 'other': 58.3314514849051}"
2015-12-04,"{'F2Pool': 118.8528075, 'SlushPool': 9.91866095, 'other': 96.8092426430485}"
